organic_formula,organic_concentration,organic_temperature,organic_soak_time,organic_ph,organic_curing_time,metal_a_type,metal_a_concentration,metal_b_type,metal_molar_ratio_b_a,experiment_condition,Uniformity,Coverage,Adhesion,Timestamp
27.0,3.400000050663948,35.0,30.0,8.0,25.0,20.0,50.0,1.0,10.0,3.0,0.9480041754852584,0.9769194088876247,0.9283334039594915,2025-12-05-10:30:40
30.0,5.0,40.0,25.0,9.0,15.0,1.0,10.0,9.0,1.0,3.0,0.862301837204115,0.9809122998267412,0.9011700883712254,2025-12-05-10:30:40
27.0,2.3000000342726707,35.0,30.0,10.0,25.0,18.0,50.0,7.0,5.0,3.0,0.9743912125282037,0.9921406488865614,0.9820134416222572,2025-12-05-10:30:40
27.0,2.600000038743019,35.0,30.0,10.0,25.0,9.0,50.0,6.0,5.0,3.0,0.9776272934818354,0.9459929950535297,0.9864419922232628,2025-12-05-10:44:15
27.0,3.500000052154064,35.0,30.0,8.0,25.0,20.0,50.0,0.0,10.0,3.0,0.971137080691891,0.9794081691652536,0.9685484206993071,2025-12-05-10:44:15
30.0,5.0,40.0,26.0,9.0,25.0,1.0,10.0,11.0,3.0,3.0,0.9078562048861547,0.9469580762088299,0.9390078042599497,2025-12-05-10:44:15
28.0,1.700000025331974,40.0,25.0,8.0,30.0,1.0,10.0,5.0,4.0,3.0,0.9494895882904008,0.9496843479573727,0.9526103213429451,2025-12-05-10:44:15
28.0,4.200000062584877,40.0,30.0,8.0,30.0,20.0,50.0,0.0,10.0,3.0,0.9532217740205132,0.9762528575956821,0.9256595237475439,2025-12-05-10:44:15
27.0,3.1000000461935997,35.0,28.0,10.0,25.0,1.0,50.0,8.0,1.0,3.0,0.9217717746043416,0.9866969864815474,0.9402681300416589,2025-12-05-10:55:02
27.0,2.1000000312924385,35.0,30.0,10.0,25.0,20.0,50.0,7.0,5.0,3.0,0.948067322868013,0.9545257203280926,0.9517583064734936,2025-12-05-10:55:02
29.0,2.2000000327825546,40.0,26.0,6.0,30.0,1.0,10.0,10.0,4.0,3.0,0.9007518185885515,0.986812449991703,0.9187965561238556,2025-12-05-10:55:02
27.0,2.600000038743019,35.0,30.0,8.0,25.0,1.0,50.0,7.0,5.0,3.0,0.9353643062645286,0.9580375603400171,0.9426692111272301,2025-12-05-10:55:02
30.0,5.0,35.0,25.0,7.0,10.0,1.0,50.0,0.0,1.0,3.0,0.946189068900847,0.9934404138475657,0.89286197717765,2025-12-05-10:55:02
27.0,3.0000000447034836,35.0,29.0,10.0,30.0,18.0,40.0,4.0,2.0,3.0,0.9649303333051343,1.0120676215738058,0.9825790261974316,2025-12-05-11:01:28
30.0,5.0,35.0,28.0,7.0,30.0,13.0,50.0,0.0,10.0,3.0,0.9782786890864372,0.9895778428763151,0.9646335989236832,2025-12-05-11:01:28
27.0,3.200000047683716,35.0,27.0,10.0,30.0,1.0,10.0,11.0,9.0,3.0,0.8924798794736686,1.0145798516459763,0.9217238212848635,2025-12-05-11:01:28
30.0,5.0,35.0,16.0,7.0,10.0,20.0,50.0,0.0,10.0,3.0,0.9165965468960415,0.9590757042169571,1.0051584988832474,2025-12-05-11:01:28
27.0,2.9000000432133675,35.0,30.0,8.0,30.0,20.0,40.0,5.0,1.0,3.0,0.9290529301202148,0.9616565033793449,0.9267250479396982,2025-12-05-11:01:28
27.0,2.9000000432133675,35.0,27.0,10.0,30.0,19.0,50.0,3.0,3.0,3.0,0.9602508732771725,1.009015940129757,0.9396673132936092,2025-12-05-11:04:57
30.0,5.0,35.0,26.0,7.0,30.0,13.0,50.0,0.0,10.0,3.0,1.0216005677357316,0.9632514314725995,1.0354620181024075,2025-12-05-11:04:57
30.0,5.0,35.0,26.0,9.0,30.0,1.0,50.0,3.0,10.0,3.0,0.9870200119912624,0.9927006177604198,1.0100633017718792,2025-12-05-11:04:57
28.0,0.10000000149011612,40.0,27.0,8.0,30.0,14.0,40.0,3.0,10.0,3.0,0.8094916593228206,0.9876615954563022,1.0155151914805174,2025-12-05-11:04:57
27.0,2.9000000432133675,35.0,30.0,8.0,30.0,20.0,50.0,3.0,1.0,3.0,0.9330167978381962,0.9852839517407119,0.91866255964009,2025-12-05-11:04:57
30.0,5.0,35.0,25.0,9.0,30.0,7.0,50.0,1.0,10.0,3.0,0.9617843758314848,0.9445684091188014,0.9515786916017532,2025-12-05-11:06:00
30.0,5.0,35.0,27.0,7.0,30.0,7.0,50.0,0.0,10.0,3.0,0.9955764748156071,1.0037826038897038,0.9531110767275095,2025-12-05-11:06:00
27.0,2.8000000417232513,35.0,30.0,10.0,30.0,20.0,40.0,4.0,10.0,3.0,0.9421579041179202,0.9802914652973413,1.0102272666990757,2025-12-05-11:06:00
27.0,2.9000000432133675,35.0,30.0,8.0,30.0,20.0,40.0,4.0,8.0,3.0,0.9094702499806733,1.010922783985734,0.9368029441103144,2025-12-05-11:06:00
30.0,5.0,35.0,25.0,9.0,30.0,1.0,50.0,14.0,10.0,3.0,0.9547742735594511,1.0023911571479402,0.9740863926708698,2025-12-05-11:06:00
30.0,5.0,35.0,26.0,9.0,30.0,1.0,50.0,3.0,10.0,3.0,0.9831544244661927,0.9621122516691685,0.9513513883575797,2025-12-05-11:10:20
30.0,5.0,35.0,29.0,7.0,25.0,1.0,50.0,2.0,10.0,3.0,0.9612228311598301,0.9828404509462416,0.9386212733812979,2025-12-05-11:10:20
28.0,0.5000000074505806,40.0,25.0,8.0,30.0,1.0,50.0,5.0,10.0,3.0,0.8240549066029005,0.9692255165427923,0.9683809485286474,2025-12-05-11:10:20
30.0,5.0,35.0,26.0,9.0,30.0,1.0,50.0,20.0,10.0,3.0,0.9595069047063589,0.9677373953163624,1.0087026339024305,2025-12-05-11:10:20
30.0,5.0,35.0,7.0,7.0,30.0,20.0,50.0,0.0,10.0,3.0,0.9586454254605408,0.9099124125039756,0.9291874418324789,2025-12-05-11:10:20
30.0,5.0,35.0,24.0,9.0,30.0,1.0,50.0,7.0,10.0,3.0,0.9653350580483675,0.9817603714764118,1.031810976099223,2025-12-05-11:22:25
30.0,5.0,35.0,30.0,7.0,25.0,1.0,50.0,3.0,10.0,3.0,0.9944150545634329,1.0219970080070198,0.9425072904687628,2025-12-05-11:22:25
30.0,5.0,35.0,9.0,7.0,30.0,1.0,50.0,0.0,10.0,3.0,0.9669984714858766,0.9033980255639732,1.002172665670514,2025-12-05-11:22:25
30.0,5.0,35.0,24.0,9.0,30.0,1.0,50.0,20.0,10.0,3.0,0.979042953287717,1.015331257833168,0.9718370400369167,2025-12-05-11:22:25
28.0,3.0000000447034836,40.0,30.0,8.0,25.0,1.0,50.0,4.0,1.0,3.0,0.9399544652551413,0.945615766569972,0.9695249693468213,2025-12-05-11:22:25
30.0,5.0,35.0,24.0,9.0,30.0,1.0,50.0,5.0,10.0,3.0,0.9651255011558533,0.9355176268145442,0.9762993231415749,2025-12-05-11:24:42
30.0,5.0,35.0,27.0,7.0,30.0,1.0,50.0,4.0,10.0,3.0,1.0081488601863384,0.96127526066266,0.9696679152548313,2025-12-05-11:24:42
30.0,5.0,35.0,30.0,9.0,25.0,20.0,50.0,19.0,10.0,3.0,0.9342573285102844,0.9698219820857048,0.9581047166138887,2025-12-05-11:24:42
29.0,0.5000000074505806,40.0,26.0,6.0,30.0,1.0,50.0,7.0,10.0,3.0,0.9038523582370087,0.9923132276162505,0.9271712453680365,2025-12-05-11:24:42
30.0,5.0,35.0,7.0,7.0,30.0,1.0,50.0,0.0,10.0,3.0,0.9747130364500518,0.9325967634833038,0.9401233480251392,2025-12-05-11:24:42
30.0,5.0,35.0,30.0,7.0,25.0,1.0,50.0,0.0,10.0,3.0,0.970884098787792,0.9748543109744787,0.9465855428071945,2025-12-05-11:40:09
30.0,5.0,35.0,26.0,9.0,30.0,1.0,50.0,4.0,10.0,3.0,0.9600277137651574,1.0146574769169092,0.9571026992052794,2025-12-05-11:40:09
29.0,0.10000000149011612,40.0,27.0,6.0,30.0,1.0,50.0,7.0,6.0,3.0,0.8992291883175731,0.9246028363704681,1.0143904872238636,2025-12-05-11:40:09
30.0,5.0,35.0,30.0,7.0,25.0,20.0,50.0,19.0,10.0,3.0,0.9419669788330793,0.9619725830852985,0.9042892123626798,2025-12-05-11:40:09
30.0,5.0,30.0,30.0,8.5,30.0,1.0,50.0,0.0,10.0,3.0,0.9806748125702143,1.0129627529531717,0.9570516952277599,2025-12-05-11:40:09
